"last_name, first_name","player_id","year","player_age","avg_swing_speed","fast_swing_rate","avg_swing_length","attack_angle","attack_direction","ideal_angle_rate","vertical_swing_path","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","poorlyunder_percent","poorlytopped_percent","poorlyweak_percent","hard_hit_percent","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_contact_percent","sprint_speed"
"Ibáñez, Andy",628451,2025,32,"69.2",2.7,"7.2",6.5,-2.5,47.3,29.3,"88.9","12.6",32.5,4.6,4.6,31.1,27.2,4,36.4,73.7,11.5,29.8,64.8,"27.5"
"Cronenworth, Jake",630105,2025,31,"70.9",15.5,"7",7.4,-0.7,36.5,31.1,"88.5","14.9",31.9,6.2,4.3,28.2,30.7,5.9,39,62.1,11.4,22.2,59.3,"28.1"
"Bauers, Jake",641343,2025,29,"76.5",71.4,"7.7",12.1,-3,50,34.5,"91.7","16.6",36,13.6,9.6,26.4,25.6,3.2,45.6,65.7,16.6,20.4,41.8,"27.1"
"Bellinger, Cody",641355,2025,29,"70.1",6.5,"7.8",12.9,-3.2,59.3,32.4,"88.3","18.5",37.1,7.5,8.5,32.5,24.5,3.7,37.9,67,12.5,30.1,69.6,"28.2"
"Crawford, J.P.",641487,2025,30,"71.1",19.3,"7.2",4.7,1.7,36.8,36,"87.2","11.5",40,4.8,5.3,21.1,32.3,5.9,34.7,65.1,16.4,21.9,65.7,"26.7"
"Fraley, Jake",641584,2025,30,"71.6",16.2,"7.1",9,-6.6,37.9,37.5,"85.2","17.8",39.4,4.9,5.6,28.9,25.4,7,34.5,69,12.9,26.5,48.2,"28.4"
"Garver, Mitch",641598,2025,34,"71.8",15.8,"7.3",15.8,-8,62.3,29.3,"91.5","19.4",31.1,7.9,7.3,32.2,22.6,4,46.9,59.7,22.2,20.5,42.6,"26.0"
"Heim, Jonah",641680,2025,30,"69",4.9,"7.5",11,0.4,59.2,28.6,"88.1","14.5",33.3,6.1,5.8,28.5,30.4,4.2,35.9,68.1,19,30,63,"25.2"
"McMahon, Ryan",641857,2025,30,"74",40.1,"7.4",13.1,0.9,47.5,38.8,"93.3","13.9",35.3,12.1,7.4,22.3,28.2,4.3,50.5,64.7,25.2,25,37.7,"26.7"
"O'Neill, Tyler",641933,2025,30,"74",34.6,"7.7",19.1,-7.3,47.1,35.8,"88.8","22.2",34.6,16.5,5.3,33.1,18,6,39.1,68,23.9,28.3,52.1,"28.3"
"Smith, Dominic",642086,2025,30,"67.7",4.1,"6.9",12.5,-4,52.6,35.2,"87.7","15.1",39.2,4.2,8.4,27.1,30.1,3,35.5,66.6,12.5,32.6,58.6,"25.7"
"Tellez, Rowdy",642133,2025,30,"74.8",48.5,"8",8,-7.7,54.7,29.8,"91.2","14.8",36.8,15.3,4.8,26.8,31.6,1.4,46.4,59.3,17.9,30.1,51.6,"23.5"
"Thaiss, Matt",642136,2025,30,"72.2",23,"7.5",7,0.9,52.1,27.7,"88.9","14.3",27.7,4.5,8,27.7,30.4,7.1,42.9,74.1,24.8,20.5,55.3,"25.2"
"White, Eli",642201,2025,31,"72.2",21.2,"7.2",9,2.4,46.7,34.4,"87.7","11.3",34.6,9,3.7,21.3,29.8,8.5,40.4,72.1,18.9,29.6,52.2,"29.9"
"Rosario, Amed",642708,2025,29,"73.2",29.9,"7.3",6.4,-4.5,50.6,30.1,"91.2","9.9",35.1,6,8.6,23.2,33.8,2,45,73.4,13.3,36.7,58.4,"27.5"
"Adames, Willy",642715,2025,29,"72.1",19.8,"8.1",18.4,-3.9,50.3,35.3,"88.9","21.1",35.6,12.6,6.9,32.8,19.7,3.8,42.8,67.9,18.8,26.7,46,"28.0"
"Estrada, Thairo",642731,2025,29,"71.8",18.8,"7.3",11.7,-4.8,55.9,30.4,"86.3","7",28.2,3.1,4.6,25.2,35.9,4.6,30.5,73,11.7,35.2,54.5,"27.8"
"Benintendi, Andrew",643217,2025,30,"68.7",3.1,"7.1",15.9,-5.1,54.7,32.5,"88","20.1",35.8,11,4.4,34.9,23,4.1,36.9,72.5,19.8,29.1,64.5,"26.7"
"Dubón, Mauricio",643289,2025,30,"68.2",2.7,"7.4",5.5,1.1,45.9,29.8,"84.5","13.1",31.7,1.2,4.5,29.6,30.8,7.3,26.3,72.5,9.7,35.2,71.2,"28.0"
"Jansen, Danny",643376,2025,30,"69.5",5.9,"6.9",14.9,-5.1,62.4,29.8,"87.6","24",35.6,8.8,9.3,37.1,17.6,7.3,39,65.5,18.1,19.8,55.4,"26.1"
"Kiner-Falefa, Isiah",643396,2025,30,"66.6",1.2,"6.9",4.4,3.7,37.5,32.5,"84.6","4",29.7,1.4,3.1,16.7,44.4,8.6,27.5,63.7,8.1,32.1,68.6,"27.4"
"McNeil, Jeff",643446,2025,33,"70.7",10.2,"7.3",8.6,-4.9,47.3,33.1,"87.2","15.9",38.9,5.1,3.7,30,25.4,6,32.9,75.8,10.5,26.8,63.7,"26.5"
"Tauchman, Mike",643565,2025,34,"69.1",6,"7.2",8.5,1.1,48.1,34.2,"89","16.5",35.6,6.8,7.6,30,26.8,3.6,38.8,67.1,18.5,23.8,57.3,"24.9"
"Albies, Ozzie",645277,2025,28,"69",7,"7.2",12.7,-5.3,58.5,34.9,"87.5","18.7",33.5,4.9,4.7,34.6,27.2,3.3,30.7,77.9,14.8,33.5,67.3,"27.2"
"Herrera, Jose",645444,2025,28,"67",1.4,"7.2",7.4,-5.4,47.8,33.1,"83.9","16.2",30.8,0.8,8.3,28.6,28.6,14.3,22.6,57.8,13.7,15.6,45,"24.8"
"Devers, Rafael",646240,2025,28,"71.6",19.8,"7.6",10,4.5,59.5,29.9,"93.5","12.6",34.6,16,6.4,22.9,29.8,1.9,56.1,70.1,28.7,25.6,60.9,"25.0"
"Naylor, Josh",647304,2025,28,"71",17.9,"7.6",7.5,-8.3,44,31.4,"89.2","11.6",30.8,6.7,7.5,23.9,32.7,2.6,41.9,72.6,13.1,37.1,62,"24.4"
"Toro, Abraham",647351,2025,28,"69.6",6,"7.6",11.2,-2.8,52.9,32,"86.3","13.4",32,4.5,5.9,26.1,30.2,5.4,34.2,65.5,13.5,34.8,67.5,"27.9"
"Urías, Luis",649966,2025,28,"69.4",7.9,"7.5",11.2,-2,71.3,27.8,"86.2","14.5",30.6,3.7,5.3,27.3,31.8,4.9,30.2,59.4,8.8,22.9,73.6,"26.0"
"Arraez, Luis",650333,2025,28,"62.6",0.4,"5.9",5.6,4.6,40.2,37.4,"86.1","12.2",37.1,1.1,1.9,30.4,33.7,4.7,16.7,62.7,4.2,34.1,92.3,"26.5"
"Torres, Gleyber",650402,2025,28,"70.2",11.8,"7.2",9.3,4.2,56.5,34.1,"90","14.3",38.6,8.2,8.2,27.4,28.1,1.4,39,64.8,14.9,17.1,63.2,"26.2"
"Castro, Willi",650489,2025,28,"71.6",21.1,"7.2",7.7,-3.5,43.7,37.3,"86.7","11.2",36.6,6.5,6.8,26.7,28.1,7.2,37.3,72,20.4,31.9,53.5,"28.2"
"Díaz, Yandy",650490,2025,33,"73.6",35.3,"7.6",2.9,7,35.3,24.4,"93","5",29.2,8.3,7.9,16.9,39.7,1.8,52.5,63.7,13.1,24,69,"26.1"
"Rengifo, Luis",650859,2025,28,"69.5",7.3,"7.1",7.2,3.7,48.9,33.6,"87.1","6.7",34.7,5,4,19,38.7,6,32.7,71.5,14.5,30.5,59.6,"27.0"
"Pozo, Yohel",650968,2025,28,"69.5",9.4,"7.7",6.8,-1.9,47,25.7,"87.7","17.8",29.5,2.2,7.2,32.4,33.8,0,35.3,76,13.3,48.1,71.8,"24.8"
"Adams, Riley",656180,2025,29,"78.3",79.2,"7.9",8.5,-1,40.4,34.6,"91.8","9.1",31.4,10.5,9.2,15,29.4,4.6,52.3,65.4,23,30.5,39.3,"26.6"
"Chapman, Matt",656305,2025,32,"75",50.8,"7.5",5.6,-3.8,53.3,25.4,"92.2","15.7",34,9.9,6.9,27.1,27.4,2.4,47.6,63.8,19.3,20.1,54.8,"28.1"
"Hoskins, Rhys",656555,2025,32,"71",15.2,"8.2",16.8,-6.9,47.7,33.6,"90.2","22.1",39.7,10.3,6.2,35.1,18.6,3.1,46.4,60,21.1,20,52.1,"24.8"
"McKinstry, Zach",656716,2025,30,"67.5",1.9,"6.8",9.9,1.4,43.1,37.4,"85.7","14.1",41.2,6.1,4.9,24.5,30.5,4,30.5,65.5,16.2,26.4,59.3,"28.3"
"Mullins, Cedric",656775,2025,30,"71.1",11,"7.5",11.3,-6,62.7,29.2,"88.8","23.3",32.7,6.2,6.5,37.7,18.8,6.8,35.9,69.1,17.5,26.6,61.2,"28.4"
"O'Hearn, Ryan",656811,2025,31,"71.8",17.8,"7.1",11.2,1.7,43.3,33.4,"89.4","11.4",38.2,7.6,7,23,29.8,2.7,42.5,66.8,15.7,26.8,57.9,"27.6"
"Schwarber, Kyle",656941,2025,32,"77.3",77.1,"7.5",14.6,-5.8,64.3,30.3,"94.3","20.1",35.3,20.8,7.1,25.5,21.6,3.9,59.6,64.1,24.2,21.5,42.7,"25.9"
"Smith, Pavin",656976,2025,29,"72",21.6,"7.4",13.3,0.9,51.9,32.7,"90.1","12.4",37,11.7,6.5,21.4,31.8,1.3,46.1,57.3,24.1,22.7,47.4,"26.3"
"Verdugo, Alex",657077,2025,29,"67.4",3.9,"6.2",1.8,-0.6,30.7,30.9,"89.9","9.9",34.9,3,7.2,24.1,35.5,1.2,42.8,52.9,8.2,21.4,67.1,"26.1"
"Wong, Connor",657136,2025,29,"72.3",23.2,"7.3",11.6,-2.2,46.3,30.5,"85.5","10.4",28.7,3.1,5.4,26.4,32.6,9.3,31,64.3,15.8,32.3,57.5,"28.0"
"DeJong, Paul",657557,2025,31,"72.2",16.4,"6.9",16,-4.1,52.8,34.7,"88.1","22.7",37.3,10.3,8.7,38.9,19,3.2,39.7,76.2,21.2,36.9,40.4,"26.5"
"Laureano, Ramón",657656,2025,30,"72.2",22.3,"7",15.6,1,47.3,35.1,"90.3","13.4",37.1,13.8,6.7,21.5,27.3,4,49.1,67.2,19.8,25.8,50.6,"27.8"
"Sheets, Gavin",657757,2025,29,"74.8",51.9,"7.7",8.4,-7.5,53.9,27.5,"89.9","14",38.8,9.5,7.7,26,27.8,4.4,46.5,59.6,14.8,31.4,63.1,"27.0"
"Moncada, Yoán",660162,2025,30,"73.4",38.3,"7.4",12.2,-5.4,42.5,38.3,"89.8","15.1",37.1,14.3,5.1,28,30.3,3.4,43.4,65.8,20.4,24.4,39.6,"26.2"
"Ohtani, Shohei",660271,2025,30,"75.8",61.9,"7.9",15,-2,53.3,36.9,"94.9","15",35.9,23.5,8.7,19.7,28.4,2.1,58.7,66.1,24.8,26,46.7,"28.0"
"Acuña Jr., Ronald",660670,2025,27,"76.4",67.3,"7.6",11.9,6.2,50.9,38.7,"92.7","13.3",30.9,15.7,5.5,21.6,33.5,1.7,52.5,69.3,26.2,23.2,57.4,"27.9"
"Ruiz, Keibert",660688,2025,26,"66.1",1,"7",10.4,-9,52.8,34.2,"86.2","11.3",31.3,2.2,2.2,25.2,36.1,3.5,30.9,68.8,6.3,35.4,73.3,"24.5"
"Sánchez, Jesús",660821,2025,27,"75.9",58.8,"6.9",7.1,-1.8,48.2,27.8,"91.3","9.3",30.3,11.1,6.4,22.7,35.9,3.8,43.4,69.4,17.8,30.6,57.1,"27.0"
"Contreras, William",661388,2025,27,"73.2",35,"7.1",10.6,3.3,65.7,29.2,"91.1","7",31.6,6.4,10.2,20.8,36.3,4,48.5,67.9,17.1,25.2,57.1,"26.2"
"Varsho, Daulton",662139,2025,28,"75.6",56.2,"7.9",12.9,-3.8,62.4,29.8,"89.9","23.5",36.9,15.9,8,32.4,17.6,6.8,40.3,77.4,24.4,30.6,55.5,"28.4"
"Jones, Jahmai",663330,2025,27,"73.6",37.6,"7.6",13,-5.8,59.5,29.8,"91.5","20",38.1,13.4,10.3,23.7,18.6,5.2,53.6,69.6,19.1,21.5,52.3,"28.1"
"Perkins, Blake",663368,2025,28,"70",3.3,"7.1",8.8,3.3,56.5,30.3,"89.6","6.2",30.6,3.7,9.3,21.3,37,7.4,34.3,57.1,22.1,18.5,50,"29.1"
"Nootbaar, Lars",663457,2025,27,"73.4",37.8,"6.9",9.2,-3.1,55.4,28,"91.3","16.5",33,10.2,7.4,30.2,28.4,3.3,50,56,13,22,58.3,"27.0"
"Hoerner, Nico",663538,2025,28,"68.5",2.6,"7.2",5.9,-1.9,47.9,33.3,"86.7","12.5",36.1,2.3,4.5,24.7,34.5,3.6,30.3,63.4,5.1,32.5,75.5,"28.6"
"Riley, Austin",663586,2025,28,"75.9",60.5,"7.6",10.8,-4.5,45.6,32.2,"92.3","16.8",37,15.2,8.3,26.6,22.1,3.1,50.2,72.2,21.9,27.7,48.9,"28.2"
"Larnach, Trevor",663616,2025,28,"72.2",23.2,"7.3",8.3,-10.6,41.1,34.1,"90.9","10.9",34.9,7.2,4.9,24.5,33.3,2.8,45.7,62.2,16.1,27.5,40.4,"26.1"
"Mountcastle, Ryan",663624,2025,28,"75.2",52.7,"7.5",7.4,-1.1,40.4,36,"90.7","9.1",37.5,11.7,6.3,17.9,34.6,2.9,47.1,75.5,22.4,39.6,49.8,"27.6"
"Hayes, Ke'Bryan",663647,2025,28,"71.2",11.8,"6.8",4.3,1.5,43.4,26.5,"89.3","8.5",30.6,4.5,5.7,21.8,37.1,2.4,42.5,60.7,10.9,27,59.1,"27.2"
"Tucker, Kyle",663656,2025,28,"72",23.6,"7.6",11.7,-8.1,49.5,33.9,"90.1","17.2",37.5,10.8,6.5,30.3,25,2.6,40.4,70.8,15.1,17.6,57.9,"26.5"
"India, Jonathan",663697,2025,28,"72",23.5,"7.3",9.1,-4.6,61.2,28.2,"87.9","17.1",33,5.8,6.9,32,28.4,4.6,36.8,58.1,12.7,18.6,53,"28.2"
"Bart, Joey",663698,2025,28,"74.3",44.2,"7.3",8.7,-1.2,43.6,34.1,"88.4","9",35.9,10.4,6.3,17.7,37.5,5.2,43.2,59.5,15.9,23.2,44.2,"26.6"
"Raleigh, Cal",663728,2025,28,"75.2",54.7,"7.9",17.9,-8.2,45.2,34.3,"91.3","25.2",35.3,19.5,7.1,35.8,15.1,4.9,49.6,75,21.6,31.8,48.5,"26.0"
"Fortes, Nick",663743,2025,28,"72",19.6,"7.3",3.5,-7.6,41.3,19.6,"87.5","13.4",29.9,4.6,7.5,25.9,29.3,10.3,37.9,63.8,13.9,30.8,70.5,"26.8"
"Grisham, Trent",663757,2025,28,"71",11.5,"7.6",16.7,1.8,57.8,30.9,"91.1","16.4",34.6,14.2,8.1,24.6,24.9,5.3,46.4,58.1,16.6,17.3,54.4,"26.7"
"Gonzalez, Romy",663853,2025,28,"74.3",44.7,"6.8",5.9,3.8,45.6,27.6,"93.3","5.5",33.5,12.6,5.9,15.1,40.6,1.7,57.3,73.5,17.7,35.1,47.1,"28.3"
"Stephenson, Tyler",663886,2025,28,"70.1",4.9,"7.4",13.3,0.7,51.3,37.5,"90.5","12.9",42.2,14.4,7,22.5,26.2,3.7,49.2,62,22.1,25.2,48.3,"26.8"
"Mangum, Jake",663968,2025,29,"67.3",5.3,"6.5",2.3,11.6,31,29.2,"87.3","-0.7",26.5,2.6,4.7,14.6,46.6,6.4,33.4,78.7,13.2,43.8,70.3,"29.1"
"Lowe, Nathaniel",663993,2025,29,"72.7",24.3,"7.2",6.6,7.9,47.2,30.1,"89","10.9",33.4,7,8.3,22.3,31.6,3.6,41.5,63.8,17.4,24,54.2,"26.2"
"Happ, Ian",664023,2025,30,"71.7",17.2,"6.9",10.3,-5.5,46.5,32.7,"90","16.1",35.7,10.4,10.4,25.8,22.7,3.5,44.4,63.5,17.5,20.8,50.9,"27.4"
"France, Ty",664034,2025,30,"71",14.7,"7.5",10.7,5.2,47.3,34.8,"89.5","10.5",35.2,7.7,6.6,20.3,33,4.4,44.2,73.5,11.5,31.3,56.8,"25.1"
"Lowe, Brandon",664040,2025,30,"73.9",40.4,"7.2",14.8,-2.6,48.7,33.5,"91.1","15.2",37.6,12.9,6.3,25.3,26.1,2.7,46.6,77.6,23.4,32.1,41.1,"26.9"
"Bader, Harrison",664056,2025,31,"73.5",37.1,"7.2",12,-5.4,50.1,25.4,"87.2","12.7",33,10.2,6.7,24.8,34.3,5.4,40.3,65.1,21,32.5,56.8,"28.8"
"Haggerty, Sam",664059,2025,31,"71.8",22.4,"6.9",3,-0.5,31.3,32.2,"88.3","7",34.9,2.4,9.5,19.8,38.1,4,42.1,70.5,18.3,27.2,50,"28.9"
"Moore, Dylan",664238,2025,32,"71.8",15,"7.2",7.7,-2.5,53.7,31.1,"84.8","21.3",34.3,8.6,6.4,32.9,17.9,9.3,34.3,69.7,29.1,24.8,53,"27.7"
"Straw, Myles",664702,2025,30,"67.1",2.3,"6.8",6.6,3.3,44.8,35.8,"87.2","14.8",36.2,3.9,5.7,27.5,27.1,7.9,27.1,62.4,13,27.5,70.1,"29.4"
"Isbel, Kyle",664728,2025,28,"70.5",9.2,"7.1",2.4,-4.3,36.1,24.4,"87.8","8.7",26.5,1.6,4.5,23.9,37.1,11.6,36.1,61.9,9,28.6,59,"27.8"
"Bohm, Alec",664761,2025,28,"71.7",18.2,"7.3",5.4,4.5,47,29.7,"90.8","6.8",35.6,6.2,5.2,19.1,37.9,1.5,46.4,66.9,9.7,26.3,70.6,"26.5"
"Lukes, Nathan",664770,2025,30,"68",5.4,"6.5",7.4,8,43.7,31.7,"87.9","11.2",30.8,4.7,5.3,23.4,34,6.2,37,64.4,10.9,31.5,78.9,"27.3"
"Wade Jr., LaMonte",664774,2025,31,"70",7.8,"6.7",9.1,0.3,53.4,31.8,"89.7","21.9",33.8,4.5,7.1,38.3,16.2,2.6,31.8,62.5,13.8,17,40.5,"26.0"
"McCarthy, Jake",664983,2025,27,"69.8",7.8,"7",8.4,-1.2,48.1,32.4,"84.7","6.5",28.2,5.3,4.7,21.8,34.1,14.7,27.6,64.8,11.8,34.3,61.6,"29.9"
"Clemens, Kody",665019,2025,29,"72.2",17.6,"7.3",12.3,-2.9,66.1,27,"91.5","16.7",35.9,12,9.7,28.6,25.5,5,48.3,67.5,17.4,27.9,59,"27.9"
"Peña, Jeremy",665161,2025,27,"72.3",15.7,"7.6",10.9,-8.2,62.8,30.4,"88.9","8.9",30,8.2,5.7,19.4,37.2,4.5,42.9,68.3,12.8,35.5,48.2,"29.6"
"Tatis Jr., Fernando",665487,2025,26,"74",42.7,"7.3",8.3,0.8,56.4,29.8,"93.3","9.4",28.9,10.9,7.9,21.2,36.8,1.9,51.8,70.3,17.7,24.4,49.3,"28.6"
"Guerrero Jr., Vladimir",665489,2025,26,"76.7",67.7,"7.6",1.2,-4.4,30.6,27.4,"92","7.8",33.7,12.2,6,16.6,33.7,3.4,50.7,62.3,15.9,21.5,61.9,"26.9"
"Soto, Juan",665742,2025,26,"73.6",40.9,"7",10.9,3.8,65.9,28.1,"93.8","12",32.9,18.1,7.8,19,28.9,3.6,55.3,55.6,16.4,15.9,57.3,"25.8"
"Taveras, Leody",665750,2025,26,"71.2",17,"7.4",6.3,-4.1,39.9,31.2,"88.5","21.2",27.2,6.4,6.4,32.8,25.6,7.2,35.2,67.4,17.1,34.2,56,"28.8"
"Cruz, Oneil",665833,2025,26,"78.8",78.3,"7.8",9.2,-7.3,47.8,33.4,"95.8","8.1",31.5,17.9,5,21.2,35.8,1.7,56.6,58.2,23.8,28.2,49,"29.2"
"Chisholm Jr., Jazz",665862,2025,27,"73.9",41.9,"7.8",15.8,-6.1,56.8,32.9,"89","15.8",32.6,15,6,27.6,26.6,4.7,43.3,68.4,25,26.5,49.8,"27.6"
"Giménez, Andrés",665926,2025,26,"69.3",7.1,"7",8.3,2.9,48.5,31.4,"86.3","11",32.6,3,6.4,24.3,33,6,27.7,67.1,18.4,34.7,64.7,"28.0"
"Narváez, Carlos",665966,2025,26,"72.3",20.5,"7.6",9.2,2.4,54.1,30,"91.1","13.2",30.4,9.1,5.4,26.7,29.1,5.1,44.6,67.3,19.5,29.6,52.7,"25.6"
"Aranda, Jonathan",666018,2025,27,"70.5",13.7,"7.3",10.2,3.7,56.1,35.6,"93","14.5",42.1,12.8,8.3,19.2,23.3,1.5,54.5,68.1,20.9,28,64.5,"25.9"
"Fermin, Freddy",666023,2025,30,"69.6",5.3,"7.3",8.9,-0.7,49.5,34.5,"89.1","14.2",28.7,4.2,4.2,27.6,31.4,7.3,34.1,73.1,15.1,31.2,54.5,"27.0"
"Jones, Nolan",666134,2025,27,"72.7",31.4,"6.9",8.9,-0.1,45.2,35.4,"90.8","13",35.8,8.5,6.1,23.6,28.5,5.3,46.7,63.3,21.3,26.8,53.8,"27.6"
"Lowe, Josh",666139,2025,27,"72.4",27.5,"7.3",7.1,-0.4,45.6,35.9,"88.6","9.3",34.5,5.9,5.9,20,33.1,5.5,39.6,71.8,25,37,65.2,"28.1"
"Fitzgerald, Tyler",666149,2025,27,"69.2",3.9,"7.4",13.6,-4.6,48.1,35.1,"84.5","17",30.5,4.5,5.2,32.5,26.6,11,27.9,72,20.2,32.8,44,"29.6"
"Hamilton, David",666152,2025,27,"70.5",10.4,"7.3",6.9,-4.7,45,30,"86.6","14.3",27.8,6,3,30.1,28.6,6.8,27.8,61,14.6,26,56,"29.3"
"Lux, Gavin",666158,2025,27,"69.6",5.1,"7.4",11.3,2.5,45.4,33.3,"88.3","9.6",38.1,3.6,6.6,21.9,34.8,2.7,36.9,65.1,13.8,19.5,51.5,"27.9"
"Moniak, Mickey",666160,2025,27,"73.8",37.4,"7.7",11.6,-4.3,46.9,33.6,"89.7","17.4",37.6,13.8,7.3,27.2,21.4,4.9,45.3,74.8,18.1,38,51.7,"28.5"
"Adell, Jo",666176,2025,26,"77.6",73.4,"7.7",8,-5.9,49.5,33.8,"91.7","16.1",35.1,17.3,8,22.9,29.3,3.5,50,74.2,16.9,32.7,47.5,"27.9"
"Benson, Will",666181,2025,27,"71.8",18.6,"7.5",14.2,-4.8,53.1,33.5,"92.4","16.1",37.3,15.4,7.7,24.3,26,1.8,53.8,74.5,26.7,27.6,41,"29.3"
"Bichette, Bo",666182,2025,27,"69.1",9.4,"7.3",4.5,1.3,33.9,37.5,"91","8.2",37.9,7.9,9.1,17.4,35.8,2.8,48.8,72.1,10.8,35.2,66.8,"26.1"
"Carlson, Dylan",666185,2025,26,"68.7",4.5,"6.9",10.8,0.6,56.4,36.1,"88.4","16.7",34.8,6.7,4.3,33.5,29.3,2.4,30.5,68.7,20.3,19.2,66.7,"27.6"
"Naylor, Bo",666310,2025,25,"72.4",22.1,"7.8",13.6,-8.3,53,31.9,"89.6","21.3",36.8,9.7,8.6,36.4,22.3,4.5,38.3,66.5,14.4,25.5,56.2,"27.6"
"Julien, Edouard",666397,2025,26,"70.2",6.4,"7",13.8,5.6,45.4,41.6,"89.2","6.1",39,12.2,5.7,12.2,33.3,7.3,42.3,61,17.7,19.8,48.3,"27.5"
"Morel, Christopher",666624,2025,26,"76",62,"8.2",14.9,-9.2,68.7,27.3,"91.8","17",33.7,14.8,7.7,27.2,23.7,4.1,49.7,78.3,29.1,31.1,38.4,"28.0"
"García, Adolis",666969,2025,32,"72.1",25.3,"7.6",8.8,-0.5,62.5,28,"92.1","16.3",33.2,11.6,6.3,31.4,26.4,1.8,46.7,69.9,22.8,35.8,56.1,"27.0"
"Gurriel Jr., Lourdes",666971,2025,31,"70.6",9.6,"7.5",10.5,-6,50.5,36.9,"87.8","16.3",37.4,7.2,5.5,30.5,26.8,5.3,38.3,69.5,12.1,34.5,63.1,"27.1"
"Myers, Dane",667472,2025,29,"71",17.8,"7.2",10.9,3.7,63.2,27.1,"90.7","10.5",34.6,7.8,4.8,24.7,35.5,2.2,42,60.6,17.8,23.7,56,"28.4"
"Rooker, Brent",667670,2025,30,"73.6",35.7,"7.1",12.3,-6.1,45.2,36.3,"90.7","16.4",39.7,13.7,6.6,25.8,26.8,2.3,44.8,75.3,20.4,26.5,41.9,"27.5"
"Arozarena, Randy",668227,2025,30,"72.3",29.8,"7.4",8.7,0.4,62.1,25.3,"91.3","12.9",32.6,11.5,7.7,24.6,29,4.2,50.6,62.5,24.1,25.3,56.2,"27.7"
"Bleday, JJ",668709,2025,27,"71.7",14.8,"7.5",15.5,-11.1,50,31.6,"88.7","20.5",29.5,7.8,5.1,35.9,24.9,3.7,38.7,64.2,19.8,24.9,43.9,"27.1"
"Steer, Spencer",668715,2025,27,"70.9",7.1,"7.4",12.4,-4.1,58,28.3,"87.3","18.8",34.2,7.6,6,32.4,23.5,4.4,33.2,67.5,18.4,24.8,53.4,"28.0"
"Reynolds, Bryan",668804,2025,30,"72.2",22.7,"6.9",13,1.1,47,37.9,"91.2","7.3",38.4,10.1,9.1,16.8,35,1.7,46,73.4,19.5,26,42.9,"28.1"
"Martin, Austin",668885,2025,26,"68.2",4.9,"6.9",10.3,-3.5,58,39.9,"86.2","9.7",35.4,5.5,2.4,15.7,33.9,7.9,38.6,63.2,9.9,18.8,58.3,"28.3"
"Vientos, Mark",668901,2025,25,"71.2",14.8,"7.6",14.6,1.2,62,31.9,"91.4","11.5",33.5,11.5,7,22.4,29.7,4.2,50.5,70.8,22.7,32.8,46.4,"26.0"
"Lewis, Royce",668904,2025,26,"73.6",39.8,"8",10.8,-7.7,68.4,28.9,"89.8","16.7",33.2,8.7,5.4,32.6,26.2,2.7,40.3,69.4,19.9,31.4,57.1,"26.8"
"Turang, Brice",668930,2025,25,"70.6",18.1,"6.8",6.9,8.2,45.1,31.2,"91.1","8.6",35.1,7.9,6.1,19.7,31.7,4.8,47.4,62.8,15.5,23.8,62.8,"28.9"
"Rutschman, Adley",668939,2025,27,"70.1",12.2,"6.9",9.4,-1.3,48.1,34.6,"89.4","13.7",33.7,7.5,6.7,30.3,27.7,3.4,38.6,58.7,8.9,21.7,69.6,"26.7"
"Rojas, Josh",668942,2025,31,"67.8",2.5,"7.2",9.9,1.2,56.1,32.1,"89.6","13.4",30.6,3.5,9,29.2,31.3,2.1,36.8,70.2,17,19.6,52.7,"26.2"
"Marsh, Brandon",669016,2025,27,"71.4",14,"7.1",9.4,-0.4,41,38.5,"91.1","12.6",39.1,8.3,6.9,21.7,28.3,2.9,46.4,66.2,11.4,29.1,51.6,"28.3"
"Stowers, Kyle",669065,2025,27,"75",51.7,"6.7",11.6,0.3,52.3,33.9,"91.1","14.1",38,19,5.7,20.8,25.1,5,52,79.3,24.7,28,44.9,"27.1"
"Langeliers, Shea",669127,2025,27,"73.8",39.6,"7.2",11.4,-3.1,61.4,30.3,"90.9","16.4",33.4,11.2,8.1,31.3,26.9,2.1,44.9,73,16,32.1,54.7,"28.6"
"Murphy, Sean",669221,2025,30,"72.6",30.6,"7.8",12.5,-4,49.7,30.8,"89.1","10.6",30.2,13.2,7.4,18.5,34.9,4.8,43.1,68,22,25.9,38.1,"24.8"
"Wells, Austin",669224,2025,25,"73.4",31.2,"7.6",10.5,-5.7,49.9,31.8,"90.6","20.7",33,10.2,8.2,33,22.4,4.8,45.2,71.5,18.3,29.2,49.6,"26.4"
"Jackson, Jeremiah",669236,2025,25,"71.9",21,"7.3",11.9,-0.4,62.4,27.2,"90.6","10.9",27.5,7.5,10.8,21.7,35.8,1.7,46.7,72.6,24.9,34.2,50,"27.6"
"Edman, Tommy",669242,2025,30,"70.2",12,"6.9",9.9,-1.4,59.7,26.6,"88.3","11.8",33.3,4.5,6.2,23.7,32.3,4.8,39.9,65.1,10.1,28.4,54.8,"28.4"
"Smith, Will",669257,2025,30,"69.8",6.2,"7.3",11.8,0.8,62.5,34,"91.3","18.4",41.7,12.2,8.6,29.9,20.5,1.8,47.1,56.8,15.4,19.5,56.6,"27.3"
